Name,Age,GPA,Credits Completed,Year,Pathway
"Mohammed,Alakas",15,1.82,0,Freshman,Early childhood Education
"Robert,Emma",14,1.12,52,Junior,Buisness
"Jessica ,Alakas",18,0.31,46,Sophmore,Computer Science
"James ,Janus",19,1.81,21,Freshman,Early childhood Education
"William,Dirkas",14,1.25,46,Senior,Engineering
"Carman ,Anderson",14,0.2,9,Junior,Pervert
"Ben ,Seeman",17,4.02,12,Sophmore,Math
"Mary ,Emma",16,4.12,9,Senior,Bio med
"Carman ,Emma",15,4.14,54,Junior,Early College
"Jerome ,Anderson",16,0.04,21,Freshman,Engineering
"Ben ,Seeman",17,2.94,1,Sophmore,Early College
"John ,Smith",16,3.37,44,Freshman,Early childhood Education
"Jessica ,Dover",18,2.42,38,Senior,criminal justice
"Ben ,Dirkas",15,3.87,49,Sophmore,criminal justice
"Joe,Emma",15,3.08,52,Freshman,Bio med
"Mary ,Kurtis",15,3.7,23,Junior,Pedophile
"Mohammed,Dirkas",18,0.21,14,Freshman,Music
"Thomas,Tarken",16,3.25,50,Junior,Computer Science
"Ben ,Dover",19,1.93,21,Freshman,Pedophile
"Mohammed,Emma",19,2.66,23,Senior,Buisness
"Jerome ,Dirkas",18,2.35,58,Freshman,Computer Science
"David,Dirkas",16,2.26,11,Freshman,Bio med
"James ,Seeman",16,2.77,22,Sophmore,Music
"Hugh ,Dover",17,1.29,44,Sophmore,Athletics
"John ,Smith",19,0.52,49,Senior,Early childhood Education
"Robert,Janus",18,1.82,57,Sophmore,culinary
"Ben ,Emma",16,2.32,57,Junior,Computer Science
"John ,Anderson",16,3.03,0,Freshman,Computer Science
"Hugh ,Dover",16,3.02,5,Freshman,Early College
"Ben ,Dirkas",17,3.2,33,Junior,Math
"Mary ,Alakas",15,0.02,37,Sophmore,Pervert
"Mac,Kurtis",19,4.18,2,Senior,Music
"Christopher,Alakas",17,0.4,57,Sophmore,Pervert
"Thomas,Dover",17,1.13,5,Junior,culinary
"Christopher,Janus",19,3.63,6,Sophmore,Pervert
"John ,Tarken",17,0.18,18,Senior,Buisness
"Mac,Tarken",16,1.4,30,Sophmore,Computer Science
"Mohammed,Smith",16,3.14,48,Sophmore,Buisness
"Richard,Janus",18,3.98,44,Sophmore,Pedophile
"Jessica ,Dover",16,2.93,24,Junior,Early childhood Education
"Mac,Kurtis",18,0.29,60,Senior,culinary
"Mac,Tarken",14,2.0,14,Sophmore,Engineering
"William,Janus",15,0.93,31,Sophmore,Pedophile
"Jessica ,Emma",14,1.03,42,Senior,culinary
"Thomas,Smith",16,3.23,58,Freshman,Buisness
"Mac,Alakas",18,2.23,24,Freshman,Pervert
"Richard,Dover",14,0.22,33,Senior,Engineering
"Mohammed,Kurtis",16,2.76,50,Freshman,Pervert
"Jerome ,Dirkas",18,1.7,40,Junior,Athletics
"Hugh ,Alakas",19,3.11,6,Senior,Music
"Carman ,Kurtis",18,2.67,40,Senior,Pedophile
"Jerome ,Dover",15,4.49,21,Senior,Music
"Thomas,Tarken",18,1.36,36,Senior,Early childhood Education
"Thomas,Smith",18,3.99,32,Junior,Engineering
"Thomas,Anderson",16,1.36,30,Freshman,Engineering
"Hugh ,Seeman",15,3.13,5,Junior,Music
"Richard,Kurtis",16,2.19,12,Senior,Computer Science
"Mary ,Tarken",18,2.31,14,Junior,culinary
"Mohammed,Dover",16,2.54,43,Freshman,culinary
"Hugh ,Emma",17,0.28,8,Junior,Buisness
"Jessica ,Kurtis",18,1.6,26,Senior,Early childhood Education
"Jessica ,Emma",18,3.98,1,Junior,Early College
"Jessica ,Anderson",14,4.45,19,Senior,Marketing
"Mary ,Tarken",14,0.98,39,Junior,criminal justice
"Robert,Dirkas",17,0.5,2,Sophmore,Math
"William,Tarken",14,3.96,40,Senior,culinary
"James ,Janus",15,2.19,6,Freshman,criminal justice
"John ,Seeman",19,2.78,55,Freshman,Athletics
"Jessica ,Dirkas",14,3.56,11,Sophmore,Music
"Mac,Janus",19,4.15,44,Junior,Math
"William,Dirkas",14,2.0,21,Junior,Pedophile
"Carman ,Dover",19,3.28,0,Junior,Bio med
"Jerome ,Alakas",15,1.65,29,Sophmore,Engineering
"Mary ,Tarken",18,3.09,4,Junior,Buisness
"Mac,Tarken",14,1.77,7,Sophmore,Early College
"James ,Smith",16,1.91,20,Freshman,Pedophile
"Joe,Emma",19,0.2,35,Sophmore,Bio med
"Hugh ,Emma",19,4.25,52,Senior,criminal justice
"Robert,Janus",18,1.81,18,Junior,Pedophile
"Carman ,Seeman",19,4.3,48,Senior,Computer Science
"David,Dirkas",14,0.1,46,Senior,Buisness
"Mac,Tarken",14,1.66,33,Senior,Early childhood Education
"David,Janus",14,4.42,14,Senior,Music
"John ,Dirkas",18,3.32,39,Senior,culinary
"Thomas,Tarken",15,4.03,36,Junior,Pedophile
"Mac,Seeman",17,2.83,26,Freshman,Pedophile
"Mac,Dirkas",15,0.82,19,Freshman,criminal justice
"Ben ,Janus",17,0.06,36,Junior,Pervert
"Mary ,Janus",19,1.71,21,Junior,Buisness
"John ,Alakas",16,1.21,22,Sophmore,Marketing
"Carman ,Kurtis",18,2.25,27,Junior,Engineering
"Hugh ,Emma",17,1.02,10,Freshman,Buisness
"Robert,Kurtis",17,2.93,50,Senior,Early College
"Jerome ,Kurtis",17,1.59,48,Senior,Pervert
"John ,Dover",14,2.39,46,Freshman,Computer Science
"David,Dover",17,4.16,16,Senior,Engineering
"Jessica ,Dirkas",16,2.0,58,Senior,culinary
"Thomas,Dover",17,4.32,56,Junior,Computer Science
"Jessica ,Janus",17,0.75,13,Senior,culinary
"Mac,Dirkas",17,3.07,42,Senior,Early College
"Mary ,Emma",17,4.07,51,Senior,Buisness
"Joe,Alakas",15,3.25,42,Junior,Engineering
"Thomas,Janus",16,4.02,17,Senior,Pedophile
"Richard,Kurtis",19,3.32,49,Senior,Bio med
"Hugh ,Emma",18,3.88,50,Junior,Early College
"William,Dover",19,1.01,19,Junior,Early childhood Education
"William,Janus",14,3.19,34,Sophmore,Pervert
"Mac,Smith",16,4.24,20,Senior,criminal justice
"William,Dirkas",15,0.39,8,Senior,culinary
"Christopher,Seeman",15,1.99,29,Sophmore,culinary
"Joe,Anderson",19,0.58,56,Junior,Computer Science
"Ben ,Janus",16,2.62,31,Freshman,criminal justice
"Thomas,Anderson",17,0.57,47,Senior,Pervert
"Mohammed,Dover",15,3.17,14,Freshman,Early childhood Education
"John ,Dirkas",15,1.13,20,Senior,Computer Science
"Mohammed,Seeman",18,2.83,31,Senior,Bio med
"Christopher,Tarken",14,4.48,32,Freshman,criminal justice
"James ,Tarken",17,4.03,30,Junior,Buisness
"Mac,Dover",18,0.01,4,Senior,Early childhood Education
"Jessica ,Janus",19,1.84,6,Junior,Athletics
"Mary ,Dover",18,1.99,4,Junior,Computer Science
"Joe,Janus",18,0.82,2,Junior,Engineering
"John ,Dirkas",19,4.44,20,Sophmore,Music
"William,Kurtis",18,3.48,17,Junior,Pervert
"Carman ,Smith",17,3.17,5,Freshman,Math
"William,Dover",18,1.2,26,Junior,Math
"Thomas,Dirkas",17,1.08,10,Sophmore,Buisness
"John ,Anderson",17,2.2,23,Senior,Computer Science
"Jessica ,Dirkas",17,2.41,49,Senior,Athletics
"Mohammed,Seeman",16,1.96,49,Freshman,Early College
"William,Tarken",14,2.5,23,Sophmore,Early College
"Mac,Anderson",15,2.53,28,Senior,Early College
"Mac,Dirkas",17,3.69,4,Senior,Pervert
"David,Alakas",15,2.58,36,Senior,Athletics
"David,Emma",16,1.3,4,Sophmore,Engineering
"Mac,Dover",15,0.34,46,Junior,Pedophile
"William,Emma",16,4.11,14,Sophmore,Math
"Jerome ,Dirkas",16,3.01,37,Junior,criminal justice
"Mary ,Seeman",15,1.64,52,Sophmore,Early childhood Education
"Jerome ,Anderson",16,1.68,3,Junior,Pervert
"Ben ,Tarken",15,3.01,32,Junior,Early childhood Education
"Thomas,Tarken",17,3.15,26,Sophmore,Math
"Mac,Seeman",19,3.87,40,Freshman,Pervert
"Ben ,Smith",18,2.82,42,Junior,Early childhood Education
"Carman ,Dirkas",14,3.01,0,Freshman,Early College
"Jessica ,Dover",17,1.38,36,Freshman,Early College
"Thomas,Smith",19,0.18,57,Freshman,Bio med
"Robert,Smith",17,2.24,28,Freshman,Pervert
"Mary ,Dirkas",14,1.03,48,Senior,criminal justice
"Hugh ,Emma",17,3.93,2,Sophmore,Early childhood Education
"Ben ,Seeman",19,0.71,60,Freshman,Buisness
"Mary ,Smith",19,2.95,42,Freshman,Early childhood Education
"Mac,Seeman",19,0.32,25,Junior,Marketing
"David,Emma",17,0.37,26,Freshman,Pedophile
"Mohammed,Anderson",14,0.51,59,Sophmore,Computer Science
"Mary ,Emma",15,3.98,54,Freshman,Athletics
"Mohammed,Anderson",14,1.32,12,Sophmore,Pedophile
"Mac,Seeman",17,0.99,7,Senior,Computer Science
"Thomas,Emma",14,1.35,39,Junior,Computer Science
"Robert,Emma",19,4.21,10,Junior,Pedophile
"Robert,Kurtis",18,4.25,43,Junior,Pervert
"David,Seeman",17,0.68,56,Freshman,criminal justice
"Thomas,Kurtis",19,2.64,58,Junior,culinary
"Joe,Kurtis",14,4.45,50,Senior,Computer Science
"Joe,Smith",19,2.86,56,Senior,Marketing
"Mac,Anderson",16,4.04,42,Freshman,Buisness
"Mac,Smith",17,2.63,20,Freshman,Early College
"Carman ,Alakas",15,2.54,3,Junior,Music
"Carman ,Seeman",18,3.36,32,Sophmore,Early College
"Robert,Emma",14,2.28,6,Sophmore,Marketing
"Carman ,Anderson",16,4.46,54,Senior,Buisness
"William,Tarken",19,3.07,40,Junior,Engineering
"Jerome ,Tarken",18,2.11,39,Senior,Music
"James ,Kurtis",18,2.84,57,Senior,Early childhood Education
"David,Alakas",18,1.84,0,Senior,Athletics
"James ,Dirkas",16,3.36,39,Senior,Athletics
"Mary ,Anderson",16,0.29,25,Sophmore,Pervert
"Joe,Smith",15,2.53,31,Freshman,Computer Science
"Robert,Dirkas",16,2.44,3,Senior,culinary
"Hugh ,Kurtis",18,2.83,32,Sophmore,criminal justice
"Robert,Seeman",18,0.9,10,Sophmore,Computer Science
"Thomas,Anderson",14,2.17,0,Freshman,Buisness
"Hugh ,Dover",18,1.99,8,Junior,Early childhood Education
"John ,Tarken",16,1.02,16,Sophmore,Marketing
"Mohammed,Tarken",16,2.64,0,Sophmore,culinary
"Richard,Emma",19,2.84,31,Junior,Bio med
"James ,Dirkas",15,1.88,15,Sophmore,Engineering
"Christopher,Janus",19,0.8,32,Freshman,Marketing
"Mary ,Anderson",17,1.92,11,Freshman,Early childhood Education
"Hugh ,Dirkas",18,0.36,50,Sophmore,Math
"Mary ,Anderson",14,2.65,18,Sophmore,Marketing
"Christopher,Anderson",18,3.57,8,Junior,Music
"James ,Emma",15,0.95,8,Sophmore,Engineering
"Jessica ,Smith",19,1.25,15,Sophmore,Math
"David,Janus",14,2.27,30,Sophmore,culinary
"Mohammed,Seeman",16,2.99,27,Freshman,Marketing
"Joe,Janus",16,0.99,19,Sophmore,Engineering
"William,Emma",18,0.77,17,Sophmore,Early College
"Robert,Tarken",18,4.49,42,Senior,Early childhood Education
"John ,Dirkas",14,0.15,8,Junior,Early College
"Joe,Anderson",19,4.2,41,Senior,Marketing
"Ben ,Seeman",14,0.41,13,Senior,Marketing
"Mac,Janus",15,3.7,17,Freshman,Athletics
"Carman ,Seeman",14,2.83,51,Freshman,Bio med
"Jessica ,Tarken",15,0.84,46,Senior,criminal justice
"Christopher,Smith",18,0.55,23,Freshman,Computer Science
"Mac,Janus",16,0.28,15,Sophmore,Athletics
"Joe,Emma",18,3.66,16,Junior,Music
"William,Alakas",18,1.25,46,Sophmore,Bio med
"Mac,Dover",16,3.14,1,Junior,Athletics
"Jessica ,Janus",14,2.46,34,Junior,Pedophile
"Hugh ,Dover",17,1.3,56,Freshman,Marketing
"John ,Smith",14,1.29,47,Sophmore,Pedophile
"Mac,Emma",15,1.58,1,Junior,Bio med
"Joe,Alakas",18,4.14,42,Sophmore,Bio med
"Jessica ,Tarken",16,3.97,55,Junior,culinary
"David,Seeman",18,1.2,46,Freshman,Buisness
"John ,Alakas",18,3.49,35,Sophmore,Engineering
"James ,Dover",15,0.62,56,Sophmore,Early childhood Education
"Hugh ,Dirkas",18,1.19,49,Senior,Marketing
"Hugh ,Smith",19,1.63,10,Freshman,Bio med
"Mary ,Seeman",18,1.58,5,Sophmore,Engineering
"John ,Tarken",19,1.98,28,Freshman,Early childhood Education
"Joe,Smith",14,0.25,51,Freshman,Computer Science
"Thomas,Seeman",16,0.17,36,Senior,criminal justice
"David,Dirkas",19,3.93,48,Junior,Marketing
"Joe,Dover",17,2.25,11,Sophmore,Music
"Richard,Smith",19,1.45,10,Sophmore,Engineering
"Mohammed,Dover",19,4.16,57,Freshman,Marketing
"Ben ,Smith",17,0.38,11,Junior,Math
"Robert,Alakas",17,4.14,50,Freshman,Marketing
"Mohammed,Anderson",16,0.78,14,Sophmore,Buisness
"Christopher,Smith",17,1.99,23,Freshman,Math
"William,Dover",19,0.15,20,Sophmore,Music
"James ,Dover",16,4.26,13,Sophmore,Early College
"David,Tarken",16,3.92,24,Senior,culinary
"Jerome ,Emma",17,0.75,1,Sophmore,Buisness
"Mary ,Janus",14,3.31,16,Sophmore,criminal justice
"Robert,Anderson",14,2.57,35,Junior,Pedophile
"Thomas,Anderson",16,0.72,42,Sophmore,Pedophile
"Christopher,Dirkas",19,1.97,10,Sophmore,Engineering
"John ,Kurtis",14,2.66,60,Sophmore,Early childhood Education
"Hugh ,Kurtis",15,2.16,32,Senior,Early College
"Ben ,Emma",15,2.04,37,Freshman,Music
"Robert,Anderson",19,3.95,57,Freshman,Athletics
"James ,Janus",14,1.81,18,Senior,Athletics
"David,Dirkas",19,0.07,17,Junior,Engineering
"Christopher,Tarken",17,0.4,39,Sophmore,Music
"Jerome ,Dirkas",15,3.72,14,Senior,Early childhood Education
"Richard,Dover",17,3.31,4,Junior,Buisness
"David,Anderson",16,3.13,5,Junior,Pervert
"David,Dover",15,1.16,43,Junior,Engineering
"Mac,Dirkas",18,2.31,14,Freshman,Computer Science
"Jessica ,Dover",16,1.28,34,Senior,Early childhood Education
"Mac,Anderson",18,2.17,35,Freshman,Athletics
"Hugh ,Anderson",18,1.9,26,Junior,criminal justice
"Hugh ,Dirkas",18,3.82,16,Freshman,culinary
"Mac,Smith",17,0.73,42,Senior,Bio med
"Robert,Tarken",17,3.33,56,Freshman,Bio med
"Mary ,Seeman",18,3.35,5,Senior,Music
"Robert,Seeman",16,0.84,39,Junior,Athletics
"Mohammed,Emma",18,0.77,4,Junior,Athletics
"Robert,Anderson",17,1.08,60,Freshman,Early College
"Jessica ,Emma",14,2.85,3,Senior,culinary
"James ,Janus",18,0.23,40,Freshman,Engineering
"Robert,Kurtis",16,0.74,37,Freshman,Computer Science
"Mohammed,Dirkas",16,4.04,41,Senior,Engineering
"Richard,Emma",14,0.91,37,Sophmore,Early childhood Education
"Thomas,Tarken",17,3.79,34,Senior,Pervert
"James ,Janus",17,2.25,53,Freshman,Buisness
"Jessica ,Dirkas",16,0.51,41,Junior,culinary
"Joe,Seeman",17,3.46,18,Senior,Bio med
"Mary ,Dover",14,1.66,30,Sophmore,Early childhood Education
"William,Kurtis",19,2.78,7,Senior,Buisness
"Richard,Dover",18,1.88,7,Sophmore,Early childhood Education
"William,Emma",18,0.96,30,Freshman,Pedophile
"Carman ,Tarken",19,3.95,26,Freshman,criminal justice
"Jessica ,Kurtis",17,3.16,31,Freshman,Early College
"Jerome ,Anderson",18,0.53,38,Senior,Athletics
"William,Alakas",19,1.13,52,Senior,criminal justice
"Joe,Janus",18,3.83,35,Senior,Athletics
"David,Emma",19,2.54,50,Junior,Engineering
"Mary ,Tarken",14,0.22,17,Sophmore,criminal justice
"David,Alakas",14,3.57,58,Junior,Buisness
"Mary ,Dover",18,3.54,0,Junior,Pervert
"John ,Dover",19,0.39,60,Freshman,Pervert
"John ,Seeman",17,0.17,36,Junior,Athletics
"Carman ,Seeman",15,4.31,24,Sophmore,Early childhood Education
"Richard,Emma",15,2.23,8,Senior,Athletics
"David,Kurtis",15,0.69,59,Senior,Math
"John ,Kurtis",19,2.91,51,Senior,Buisness
"Mohammed,Seeman",16,4.22,8,Sophmore,Engineering
"Jerome ,Tarken",19,1.6,53,Sophmore,Early childhood Education
"Jerome ,Dover",19,1.92,9,Junior,Buisness
"Mohammed,Janus",19,4.45,6,Freshman,Buisness
"Carman ,Kurtis",16,2.49,28,Freshman,Computer Science
"Jessica ,Dover",16,1.24,7,Freshman,Early childhood Education
"Mac,Anderson",17,2.94,46,Freshman,Early childhood Education
"Robert,Kurtis",14,0.61,36,Sophmore,Buisness
"Ben ,Dirkas",19,2.96,53,Senior,Buisness
"Jerome ,Kurtis",14,0.69,0,Freshman,culinary
"David,Anderson",15,0.14,35,Freshman,Buisness
"David,Kurtis",16,4.3,23,Freshman,Athletics
"Jessica ,Smith",16,3.31,0,Junior,criminal justice
"James ,Janus",16,2.0,37,Junior,Music
"James ,Anderson",17,0.31,6,Senior,culinary
"Ben ,Tarken",14,3.4,27,Senior,Pervert
"Mac,Janus",18,0.44,44,Senior,Early College
"Ben ,Anderson",19,2.63,60,Sophmore,Bio med
"David,Alakas",16,3.6,25,Sophmore,Marketing
"James ,Dirkas",17,2.73,17,Senior,Early College
"Mary ,Emma",19,0.3,59,Senior,Engineering
"Jerome ,Dover",16,1.76,59,Freshman,criminal justice
"David,Janus",18,0.59,53,Sophmore,culinary
"Mary ,Emma",19,3.71,16,Junior,culinary
"Robert,Smith",18,2.83,27,Senior,Math
"Jerome ,Alakas",19,3.61,8,Sophmore,Pervert
"Mac,Alakas",16,3.58,26,Senior,Early College
"David,Dirkas",18,0.4,38,Freshman,Buisness
"Mary ,Alakas",19,0.37,27,Senior,Pedophile
"Carman ,Janus",16,1.72,19,Sophmore,Bio med
"Hugh ,Alakas",18,4.04,48,Freshman,Pervert
"Richard,Alakas",14,2.25,5,Sophmore,Pedophile
"Mary ,Anderson",18,3.51,53,Freshman,Athletics
"James ,Emma",15,2.73,44,Freshman,Engineering
"Joe,Anderson",16,3.0,47,Freshman,culinary
"Christopher,Tarken",17,0.56,22,Sophmore,culinary
"Joe,Alakas",18,1.11,11,Junior,Early College
"Jessica ,Dirkas",14,0.81,26,Freshman,Computer Science
"Christopher,Tarken",15,3.95,23,Senior,Buisness
"Jerome ,Alakas",15,3.16,39,Freshman,Marketing
"Hugh ,Dover",18,3.02,23,Senior,culinary
"Christopher,Janus",16,1.98,55,Senior,Marketing
"John ,Kurtis",14,1.09,58,Junior,Athletics
"Carman ,Kurtis",17,0.41,14,Sophmore,Computer Science
"Carman ,Tarken",18,3.85,6,Junior,Marketing
"Robert,Smith",16,0.8,52,Senior,criminal justice
"Jessica ,Emma",14,3.76,24,Senior,Buisness
"Thomas,Dirkas",19,4.16,0,Freshman,criminal justice
"Mohammed,Janus",14,0.29,35,Sophmore,Marketing
"Thomas,Seeman",19,4.08,3,Senior,Early childhood Education
"Ben ,Smith",17,0.55,59,Senior,Early childhood Education
"Joe,Kurtis",15,1.92,5,Sophmore,Early childhood Education
"Mohammed,Alakas",19,3.44,25,Freshman,Marketing
"William,Anderson",14,2.61,27,Sophmore,Math
"Ben ,Seeman",14,3.6,43,Junior,Buisness
"Richard,Tarken",15,2.78,32,Junior,Early childhood Education
"Thomas,Anderson",18,1.57,32,Junior,Pedophile
"Carman ,Seeman",18,3.04,31,Junior,Bio med
"Mary ,Smith",19,1.26,50,Senior,Math
"William,Anderson",19,0.29,12,Sophmore,Math
"Carman ,Tarken",14,4.37,19,Senior,Music
"Joe,Smith",16,4.23,38,Junior,Computer Science
"James ,Tarken",15,2.28,9,Senior,Engineering
"Carman ,Dirkas",19,3.87,5,Sophmore,Buisness
"Mac,Janus",18,1.68,48,Sophmore,Marketing
"Jerome ,Kurtis",14,4.12,3,Sophmore,Athletics
"Christopher,Anderson",15,0.95,9,Sophmore,Pervert
"John ,Dirkas",19,1.41,7,Junior,Buisness
"Jerome ,Smith",19,0.9,23,Junior,Early childhood Education
"Hugh ,Smith",17,2.63,60,Senior,Engineering
"Jessica ,Anderson",19,4.48,20,Senior,Marketing
"Ben ,Tarken",17,1.01,43,Senior,Engineering
"David,Alakas",17,2.39,42,Freshman,Music
"Christopher,Janus",14,1.87,59,Senior,Marketing
"Carman ,Anderson",14,0.97,49,Freshman,Bio med
"Mohammed,Kurtis",18,0.75,15,Freshman,criminal justice
"Mac,Seeman",16,0.4,10,Freshman,Athletics
"Mac,Dirkas",15,0.57,26,Senior,Marketing
"David,Smith",18,3.46,1,Sophmore,Music
"Jerome ,Tarken",14,4.05,34,Senior,Pervert
"Richard,Janus",18,0.06,37,Freshman,Early College
"Mac,Seeman",14,0.59,35,Junior,Marketing
"Thomas,Emma",16,1.44,16,Sophmore,Buisness
"Mohammed,Dover",16,4.26,19,Sophmore,Math
"Jessica ,Smith",15,2.93,6,Junior,Music
"Jessica ,Seeman",16,1.67,2,Senior,Engineering
"Jessica ,Kurtis",14,3.53,48,Sophmore,Engineering
"Jerome ,Emma",17,1.23,28,Senior,Athletics
"John ,Dover",19,1.77,43,Senior,Engineering
"Hugh ,Tarken",19,2.26,39,Freshman,Early childhood Education
"David,Alakas",19,4.44,15,Senior,Engineering
"Ben ,Emma",18,3.19,23,Junior,Early childhood Education
"David,Anderson",15,3.91,35,Junior,Music
"Joe,Tarken",16,0.64,15,Senior,culinary
"Hugh ,Seeman",14,4.38,1,Sophmore,culinary
"Mohammed,Seeman",18,0.09,7,Freshman,Pedophile
"Mohammed,Tarken",19,2.82,33,Senior,Pervert
"James ,Tarken",14,4.17,29,Junior,Pervert
"James ,Dover",15,0.72,15,Junior,Bio med
"John ,Emma",18,0.95,9,Junior,Music
"James ,Janus",14,2.7,49,Sophmore,Computer Science
"John ,Tarken",18,0.34,39,Freshman,Buisness
"Jerome ,Seeman",14,4.11,53,Sophmore,Buisness
"John ,Alakas",14,3.41,11,Freshman,Pedophile
"Ben ,Dover",18,1.42,18,Senior,Pedophile
"John ,Dirkas",17,3.26,1,Freshman,criminal justice
"Hugh ,Tarken",14,2.72,60,Sophmore,Music
"Hugh ,Kurtis",15,3.89,9,Sophmore,Early childhood Education
"James ,Seeman",15,2.29,57,Freshman,Music
"William,Emma",15,1.3,52,Sophmore,Bio med
"Christopher,Janus",15,4.32,46,Freshman,Computer Science
"Ben ,Dover",18,2.64,17,Freshman,Math
"William,Tarken",16,2.17,50,Sophmore,Engineering
"Mac,Emma",19,1.57,56,Senior,Early College
"Joe,Dover",15,2.0,30,Freshman,Marketing
"Mary ,Janus",16,1.67,12,Sophmore,Music
"Joe,Kurtis",17,0.27,55,Junior,Bio med
"David,Dover",17,3.4,54,Senior,Music
"John ,Seeman",19,1.82,37,Freshman,Math
"Thomas,Dirkas",15,0.68,49,Freshman,Pervert
"Hugh ,Tarken",18,1.3,40,Sophmore,Math
"Mohammed,Kurtis",19,3.01,4,Freshman,Bio med
"Carman ,Smith",17,2.36,37,Junior,Pervert
"Jessica ,Kurtis",14,3.76,56,Sophmore,Computer Science
"Mohammed,Alakas",19,2.81,20,Sophmore,Marketing
"Jessica ,Emma",14,2.16,44,Senior,criminal justice
"Mohammed,Seeman",17,2.52,42,Sophmore,Athletics
"Hugh ,Dirkas",14,0.58,27,Senior,Pervert
"David,Emma",16,3.18,39,Junior,Computer Science
"Jerome ,Alakas",14,1.08,15,Sophmore,Bio med
"Jerome ,Anderson",16,4.2,43,Junior,Early childhood Education
"James ,Smith",17,4.37,50,Junior,Pervert
"Jessica ,Kurtis",14,2.39,22,Senior,Math
"Carman ,Anderson",15,2.72,22,Freshman,Engineering
"Richard,Smith",17,0.94,57,Senior,Early childhood Education
"Thomas,Smith",19,3.28,32,Sophmore,Buisness
"Carman ,Seeman",14,2.28,29,Senior,Computer Science
"Robert,Anderson",19,2.28,46,Sophmore,Music
"Jerome ,Seeman",18,1.82,37,Sophmore,Engineering
"Richard,Anderson",17,4.35,36,Sophmore,Buisness
"James ,Dover",17,2.04,0,Junior,Buisness
"John ,Dover",17,4.49,58,Junior,Engineering
"Mohammed,Smith",17,3.15,31,Senior,Buisness
"Mohammed,Anderson",15,0.66,22,Junior,Marketing
"Joe,Tarken",16,4.07,35,Sophmore,Early College
"Mac,Smith",18,1.79,59,Junior,Early College
"Christopher,Emma",19,1.35,48,Senior,Early childhood Education
"Jerome ,Emma",16,1.0,20,Freshman,Pervert
"David,Dover",16,1.02,3,Freshman,Pervert
"Joe,Tarken",19,3.56,37,Junior,Math
"Richard,Anderson",19,1.52,55,Sophmore,Buisness
"Jerome ,Dirkas",15,0.35,43,Sophmore,Athletics
"John ,Dover",17,3.76,58,Sophmore,Pervert
"Mac,Alakas",14,4.47,53,Junior,Engineering
"Christopher,Emma",16,1.75,42,Freshman,culinary
"Mary ,Tarken",19,1.79,55,Freshman,Music
"James ,Seeman",19,0.9,40,Sophmore,Music
"John ,Alakas",17,4.38,24,Sophmore,Early childhood Education
"Joe,Dover",18,4.2,18,Freshman,criminal justice
"Mohammed,Anderson",16,2.74,23,Sophmore,Early childhood Education
"Hugh ,Dirkas",14,2.84,17,Freshman,Athletics
"Mohammed,Janus",14,3.82,39,Junior,criminal justice
"John ,Seeman",18,1.79,32,Freshman,Math
"Richard,Anderson",17,4.4,29,Junior,culinary
"James ,Emma",18,3.29,11,Senior,culinary
"Mohammed,Dover",19,2.93,42,Sophmore,Engineering
"Richard,Tarken",17,2.82,29,Senior,Math
"Mohammed,Emma",14,3.65,3,Sophmore,culinary
"Mac,Anderson",16,1.92,16,Sophmore,Math
"Robert,Kurtis",17,1.07,29,Freshman,Math
"Carman ,Alakas",15,2.1,57,Freshman,criminal justice
"Jessica ,Emma",15,3.32,23,Freshman,culinary
"Carman ,Emma",15,0.51,44,Sophmore,Pervert
"James ,Tarken",14,0.83,52,Sophmore,Marketing
"Richard,Dover",16,2.63,13,Freshman,Engineering
"William,Anderson",16,2.32,59,Sophmore,culinary
"Carman ,Dirkas",18,3.61,27,Senior,Pedophile
"Christopher,Janus",16,2.45,21,Senior,Athletics
"Carman ,Seeman",16,0.13,26,Freshman,Bio med
"Jessica ,Alakas",15,0.37,20,Sophmore,Music
"Mohammed,Dover",19,2.51,15,Sophmore,Early College
"Carman ,Anderson",16,0.29,42,Sophmore,Buisness
"Mohammed,Janus",15,0.38,39,Sophmore,Engineering
